user_id,movie_id,rating,timestamp,title,primary_genre
823,1070,4,878438332,Living in Oblivion (1995),comedy
179,346,3,892151489,Jackie Brown (1997),crime
435,472,2,884133466,Dragonheart (1996),action
193,96,1,889124507,Terminator 2: Judgment Day (1991),action
733,287,3,879535129,Marvin's Room (1996),drama
671,504,4,883949781,Bonnie and Clyde (1967),crime
160,153,3,876860808,"Fish Called Wanda, A (1988)",comedy
699,246,4,883278783,Chasing Amy (1997),drama
294,111,4,877819999,"Truth About Cats & Dogs, The (1996)",comedy
487,150,5,883442430,Swingers (1996),comedy
233,95,5,877661496,Aladdin (1992),animation
425,343,3,890346517,Alien: Resurrection (1997),action
296,284,4,884196805,Tin Cup (1996),comedy
712,1469,4,874730206,Tom and Huck (1995),adventure
504,660,4,887839195,Fried Green Tomatoes (1991),drama
361,213,5,879440605,"Room with a View, A (1986)",drama
533,385,4,879438666,True Lies (1994),action
907,591,5,880158913,Primal Fear (1996),drama
123,276,4,879873830,Leaving Las Vegas (1995),drama
545,117,4,879899233,"Rock, The (1996)",action
510,325,1,887667575,Crash (1996),drama
188,96,5,875073128,Terminator 2: Judgment Day (1991),action
541,99,4,883874717,Snow White and the Seven Dwarfs (1937),animation
826,92,4,885690636,True Romance (1993),action
277,762,3,879543931,Beautiful Girls (1996),drama
189,1400,3,893265684,Picture Bride (1995),drama
715,462,4,875963998,Like Water For Chocolate (Como agua para chocolate) (1992),drama
178,578,4,882828021,Demolition Man (1993),action
654,153,4,887864414,"Fish Called Wanda, A (1988)",comedy
768,1061,1,883835210,"Evening Star, The (1996)",comedy
197,300,4,891409422,Air Force One (1997),action
545,404,4,884133839,Pinocchio (1940),animation
541,8,5,883874645,Babe (1995),children
942,484,5,891282963,"Maltese Falcon, The (1941)",film-noir
268,544,3,875743090,Things to Do in Denver when You're Dead (1995),crime
16,654,5,877720298,Chinatown (1974),film-noir
683,678,1,893283948,Volcano (1997),drama
54,634,1,892681013,Microcosmos: Le peuple de l'herbe (1996),documentary
458,1335,1,886395565,American Buffalo (1996),drama
95,768,1,888956272,Casper (1995),adventure
254,323,3,886470765,Dante's Peak (1997),action
287,257,4,875334224,Men in Black (1997),action
233,97,5,877661882,Dances with Wolves (1990),adventure
208,310,4,883108105,"Rainmaker, The (1997)",drama
243,306,4,879988830,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",drama
7,654,5,892135347,Chinatown (1974),film-noir
505,358,3,888631555,Spawn (1997),action
340,174,4,884989913,Raiders of the Lost Ark (1981),action
660,845,3,891198385,That Thing You Do! (1996),comedy
518,1011,4,876823645,2 Days in the Valley (1996),crime
528,1254,3,886812920,Gone Fishin' (1997),comedy
407,969,4,884201736,Winnie the Pooh and the Blustery Day (1968),animation
938,222,5,891356479,Star Trek: First Contact (1996),action
234,631,3,892334577,"Crying Game, The (1992)",action
660,87,2,891199133,Searching for Bobby Fischer (1993),drama
401,194,4,891033395,"Sting, The (1973)",comedy
536,648,3,882359678,"Quiet Man, The (1952)",comedy
407,655,4,875044037,Stand by Me (1986),adventure
450,905,5,885945656,Great Expectations (1998),drama
907,333,5,885860288,"Game, The (1997)",mystery
500,1166,4,883874139,Love & Human Remains (1993),comedy
804,702,2,879447476,Barcelona (1994),comedy
672,220,2,879787729,"Mirror Has Two Faces, The (1996)",comedy
178,24,3,882824221,Rumble in the Bronx (1995),action
416,232,5,893213549,Young Guns (1988),action
907,1157,5,885862211,"Relic, The (1997)",horror
926,286,4,888636202,"English Patient, The (1996)",drama
405,786,1,885547644,"Perez Family, The (1995)",comedy
116,1082,3,876453171,Female Perversions (1996),drama
214,340,3,891542735,Boogie Nights (1997),drama
648,554,4,884883323,Waterworld (1995),action
535,608,4,879617856,Spellbound (1945),mystery
793,127,5,875103773,"Godfather, The (1972)",action
503,659,5,880472148,Arsenic and Old Lace (1944),comedy
444,245,4,891979402,"Devil's Own, The (1997)",action
625,97,4,891263057,Dances with Wolves (1990),adventure
417,747,3,879648325,Benny & Joon (1993),comedy
178,194,4,882826306,"Sting, The (1973)",comedy
632,609,3,879459677,Father of the Bride (1950),comedy
363,552,4,891497853,Species (1995),sci-fi
532,601,3,888629518,For Whom the Bell Tolls (1943),adventure
58,13,3,884304503,Mighty Aphrodite (1995),comedy
5,257,5,875635239,Men in Black (1997),action
59,11,5,888205744,Seven (Se7en) (1995),crime
524,837,2,884637467,Meet John Doe (1941),drama
790,63,2,885157837,"Santa Clause, The (1994)",children
516,199,3,891290649,"Bridge on the River Kwai, The (1957)",drama
315,194,4,879820961,"Sting, The (1973)",comedy
373,58,4,877100161,Quiz Show (1994),drama
716,468,3,879796596,Rudy (1993),drama
49,25,2,888068791,"Birdcage, The (1996)",comedy
537,491,4,886030584,"Adventures of Robin Hood, The (1938)",action
899,431,1,884122645,Highlander (1986),action
543,218,3,874864034,Cape Fear (1991),thriller
373,941,4,877105563,With Honors (1994),comedy
354,116,5,891216692,Cold Comfort Farm (1995),comedy
344,106,2,884900583,Diabolique (1996),drama
830,834,1,891899475,Halloween: The Curse of Michael Myers (1995),horror
236,216,5,890116163,When Harry Met Sally... (1989),comedy
76,92,4,882606108,True Romance (1993),action
108,294,4,879879662,Liar Liar (1997),comedy
899,479,4,884121612,Vertigo (1958),mystery
899,188,2,884121720,Full Metal Jacket (1987),action
355,360,4,879486422,Wonderland (1997),documentary
92,198,5,875653016,Nikita (La Femme Nikita) (1990),thriller
13,413,1,882396984,Tales from the Crypt Presents: Bordello of Blood (1996),horror
535,42,3,879618849,Clerks (1994),comedy
13,79,3,882139746,"Fugitive, The (1993)",action
132,523,4,891278996,Cool Hand Luke (1967),comedy
436,217,4,887771146,Bram Stoker's Dracula (1992),horror
632,276,2,879457856,Leaving Las Vegas (1995),drama
919,302,4,875920245,L.A. Confidential (1997),crime
457,94,3,882549544,Home Alone (1990),children
378,183,4,880331829,Alien (1979),action
429,1545,2,882385518,Frankie Starlight (1995),drama
561,385,2,885810144,True Lies (1994),action
524,895,4,884320358,Scream 2 (1997),horror
13,360,4,882140926,Wonderland (1997),documentary
460,676,4,882912285,"Crucible, The (1996)",drama
18,132,5,880132437,"Wizard of Oz, The (1939)",adventure
548,218,4,891044538,Cape Fear (1991),thriller
178,596,3,882824194,"Hunchback of Notre Dame, The (1996)",animation
472,546,4,875979041,Broken Arrow (1996),action
606,48,4,880924483,Hoop Dreams (1994),documentary
772,322,4,877533546,Murder at 1600 (1997),mystery
840,100,5,891203166,Fargo (1996),crime
700,50,5,884493899,Star Wars (1977),action
867,31,5,880078656,Crimson Tide (1995),drama
927,24,3,879181042,Rumble in the Bronx (1995),action
878,435,4,880866103,Butch Cassidy and the Sundance Kid (1969),action
279,154,5,875296291,Monty Python's Life of Brian (1979),comedy
344,322,2,889814470,Murder at 1600 (1997),mystery
606,175,4,880927127,Brazil (1985),sci-fi
25,176,4,885852862,Aliens (1986),action
201,950,3,884140610,Georgia (1995),drama
648,127,3,884365970,"Godfather, The (1972)",action
639,202,2,891239581,Groundhog Day (1993),comedy
194,222,1,879538960,Star Trek: First Contact (1996),action
339,160,5,891033512,Glengarry Glen Ross (1992),drama
795,797,3,883254750,Timecop (1994),action
619,879,4,885953743,"Peacemaker, The (1997)",action
863,302,4,889288910,L.A. Confidential (1997),crime
301,658,3,882076463,Pump Up the Volume (1990),drama
486,471,5,879874969,Courage Under Fire (1996),drama
271,526,5,885849188,Ben-Hur (1959),action
648,193,4,884628607,"Right Stuff, The (1983)",drama
194,509,3,879522085,My Left Foot (1989),drama
144,276,3,888104122,Leaving Las Vegas (1995),drama
621,871,3,881445723,Vegas Vacation (1997),comedy
488,746,4,891293771,Real Genius (1985),comedy
367,218,4,876689962,Cape Fear (1991),thriller
602,508,3,888638618,"People vs. Larry Flynt, The (1996)",drama
770,937,4,876598016,"Thousand Acres, A (1997)",drama
303,586,2,879485659,Terminal Velocity (1994),action
393,281,4,887745343,"River Wild, The (1994)",action
246,547,4,884922512,"Young Poisoner's Handbook, The (1995)",crime
537,187,4,886030767,"Godfather: Part II, The (1974)",action
543,62,3,875663687,Stargate (1994),action
474,1050,4,887926106,"Ghost and Mrs. Muir, The (1947)",drama
894,827,3,880993766,Daylight (1996),action
5,437,1,878844423,Amityville 1992: It's About Time (1992),horror
327,1,4,887745622,Toy Story (1995),animation
387,665,2,886481851,Alien 3 (1992),action
580,25,3,884125457,"Birdcage, The (1996)",comedy
435,58,3,884131328,Quiz Show (1994),drama
880,623,4,880243069,Angels in the Outfield (1994),children
524,515,4,884637409,"Boot, Das (1981)",action
759,121,5,881476858,Independence Day (ID4) (1996),action
263,510,4,891298392,"Magnificent Seven, The (1954)",action
804,284,4,879442732,Tin Cup (1996),comedy
43,210,5,883955467,Indiana Jones and the Last Crusade (1989),action
80,582,3,887401701,"Piano, The (1993)",drama
561,380,2,885809524,Star Trek: Generations (1994),action
455,241,4,879111808,"Last of the Mohicans, The (1992)",action
943,559,4,888639638,Interview with the Vampire (1994),drama
52,498,5,882922948,"African Queen, The (1951)",action
929,474,4,879640126,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),sci-fi
894,316,4,888280105,As Good As It Gets (1997),comedy
144,216,4,888105691,When Harry Met Sally... (1989),comedy
616,873,3,891224767,Picture Perfect (1997),comedy
933,452,1,874938808,Jaws 2 (1978),action
95,142,4,880572249,Bedknobs and Broomsticks (1971),adventure
562,132,4,879195721,"Wizard of Oz, The (1939)",adventure
622,195,5,882591938,"Terminator, The (1984)",action
230,228,2,880485216,Star Trek: The Wrath of Khan (1982),action
868,183,5,877104414,Alien (1979),action
286,90,4,877533224,So I Married an Axe Murderer (1993),comedy
381,512,4,892696045,Wings of Desire (1987),comedy
539,962,4,879788195,Ruby in Paradise (1993),drama
883,580,3,891693200,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",comedy
460,257,2,882912342,Men in Black (1997),action
328,234,4,885046376,Jaws (1975),action
844,326,3,877381268,G.I. Jane (1997),action
890,589,5,882403221,"Wild Bunch, The (1969)",western
628,8,2,880777167,Babe (1995),children
18,708,3,880129595,"Sex, Lies, and Videotape (1989)",drama
600,540,3,888453083,Money Train (1995),action
489,292,4,891366693,Rosewood (1997),drama
294,327,3,877818982,Cop Land (1997),crime
264,401,5,886123656,"Brady Bunch Movie, The (1995)",comedy
162,174,4,877636772,Raiders of the Lost Ark (1981),action
668,13,4,881591075,Mighty Aphrodite (1995),comedy
194,941,2,879552569,With Honors (1994),comedy
293,751,3,888904180,Tomorrow Never Dies (1997),action
301,62,3,882078419,Stargate (1994),action
796,807,2,893047691,Poetic Justice (1993),drama
904,288,4,879735109,Scream (1996),horror
255,259,3,883215759,George of the Jungle (1997),children
851,717,3,874728598,"Juror, The (1996)",drama
59,205,3,888204260,Patton (1970),drama
833,1029,1,875134940,Jury Duty (1995),comedy
344,198,5,884814507,Nikita (La Femme Nikita) (1990),thriller
269,396,4,891451856,Serial Mom (1994),comedy
106,692,3,881453290,"American President, The (1995)",comedy
796,236,4,893048149,Citizen Ruth (1996),comedy
83,685,4,880306951,Executive Decision (1996),action
119,301,4,886176779,In & Out (1997),comedy
399,760,1,882341554,Screamers (1995),sci-fi
70,265,4,884067503,"Hunt for Red October, The (1990)",action
424,9,5,880859623,Dead Man Walking (1995),drama
387,175,5,886479771,Brazil (1985),sci-fi
579,333,4,880951372,"Game, The (1997)",mystery
548,273,5,891044411,Heat (1995),action
181,287,2,878963038,Marvin's Room (1996),drama
682,47,1,888517870,Ed Wood (1994),comedy
301,419,3,882076072,Mary Poppins (1964),children
514,342,1,885180909,"Man Who Knew Too Little, The (1997)",comedy
907,924,5,880159240,White Squall (1996),adventure
406,123,4,879540173,"Frighteners, The (1996)",comedy
938,255,1,891356329,My Best Friend's Wedding (1997),comedy
545,403,5,879899380,Batman (1989),action
18,451,3,880131297,Grease (1978),comedy
693,58,3,875482477,Quiz Show (1994),drama
894,280,3,880993709,Up Close and Personal (1996),drama
13,907,1,884538485,Vermin (1998),comedy
880,1210,4,880243790,Virtuosity (1995),sci-fi
1,137,5,875071541,Big Night (1996),drama
900,458,2,877833326,Nixon (1995),drama
943,38,3,888640208,"Net, The (1995)",sci-fi
659,216,4,891045892,When Harry Met Sally... (1989),comedy
586,720,4,884062742,First Knight (1995),action
109,15,4,880577868,Mr. Holland's Opus (1995),drama
716,50,5,879793192,Star Wars (1977),action
539,956,5,879788405,Nobody's Fool (1994),drama
339,22,5,891033735,Braveheart (1995),action
3,324,2,889237247,Lost Highway (1997),mystery
62,162,4,879375843,On Golden Pond (1981),drama
49,820,1,888067164,Space Jam (1996),adventure
545,174,4,879899125,Raiders of the Lost Ark (1981),action
332,406,3,887938601,Thinner (1996),horror
450,204,4,882377590,Back to the Future (1985),comedy
437,116,3,880139997,Cold Comfort Farm (1995),comedy
320,827,4,884749030,Daylight (1996),action
724,288,4,883757597,Scream (1996),horror
95,208,4,879198353,Young Frankenstein (1974),comedy
125,1271,2,892839021,North (1994),comedy
116,303,3,890633075,Ulee's Gold (1997),drama
582,1033,2,882962030,Homeward Bound II: Lost in San Francisco (1996),adventure
502,307,4,883701980,"Devil's Advocate, The (1997)",crime
146,331,5,891458193,"Edge, The (1997)",adventure
387,186,2,886480515,"Blues Brothers, The (1980)",action
11,508,4,891903005,"People vs. Larry Flynt, The (1996)",drama
650,843,2,891388266,"Shaggy Dog, The (1959)",children
81,926,3,876533824,Down Periscope (1996),comedy
28,98,5,881961531,"Silence of the Lambs, The (1991)",drama
917,150,5,882912385,Swingers (1996),comedy
654,66,4,887864727,While You Were Sleeping (1995),comedy
99,329,4,886518562,Desperate Measures (1998),crime
193,218,4,889126705,Cape Fear (1991),thriller
854,1047,1,882812906,Multiplicity (1996),comedy
768,815,3,880135963,One Fine Day (1996),drama
423,323,3,891395047,Dante's Peak (1997),action
357,273,5,878951457,Heat (1995),action
5,110,1,875636493,Operation Dumbo Drop (1995),action
825,406,2,889021208,Thinner (1996),horror
561,427,4,885807484,To Kill a Mockingbird (1962),drama
66,7,3,883601355,Twelve Monkeys (1995),drama
102,226,2,888801673,Die Hard 2 (1990),action
321,604,5,879438651,It Happened One Night (1934),comedy
64,235,4,889740567,Mars Attacks! (1996),action
54,307,4,891813846,"Devil's Advocate, The (1997)",crime
262,628,2,879962366,Sleepers (1996),crime
87,38,5,879875940,"Net, The (1995)",sci-fi
345,196,5,884902317,Dead Poets Society (1989),drama
823,183,4,878438403,Alien (1979),action
288,300,5,886372155,Air Force One (1997),action
279,515,3,875295943,"Boot, Das (1981)",action
92,826,2,886443534,"Phantom, The (1996)",adventure
887,98,3,881379345,"Silence of the Lambs, The (1991)",drama
377,271,4,891295957,Starship Troopers (1997),action
416,1262,5,893213019,Walking and Talking (1996),romance
917,282,4,882911480,"Time to Kill, A (1996)",drama
374,846,2,883627509,To Gillian on Her 37th Birthday (1996),drama
919,1014,4,875289384,Romy and Michele's High School Reunion (1997),comedy
924,482,4,885457858,Some Like It Hot (1959),comedy
154,462,3,879138831,Like Water For Chocolate (Como agua para chocolate) (1992),drama
896,154,3,887159212,Monty Python's Life of Brian (1979),comedy
890,135,5,882405546,2001: A Space Odyssey (1968),drama
810,243,4,879895350,Jungle2Jungle (1997),children
353,326,2,891402444,G.I. Jane (1997),action
298,97,4,884183063,Dances with Wolves (1990),adventure
425,323,2,878737684,Dante's Peak (1997),action
620,969,4,889988037,Winnie the Pooh and the Blustery Day (1968),animation
576,815,3,886985695,One Fine Day (1996),drama
343,97,4,876405893,Dances with Wolves (1990),adventure
197,172,5,891409839,"Empire Strikes Back, The (1980)",action
269,762,1,891446662,Beautiful Girls (1996),drama
894,904,4,890409804,Ma vie en rose (My Life in Pink) (1997),comedy
674,125,5,887762779,Phenomenon (1996),drama
85,596,3,880838337,"Hunchback of Notre Dame, The (1996)",animation
417,1023,4,880949479,Fathers' Day (1997),comedy
109,215,3,880578598,Field of Dreams (1989),drama
62,89,5,879374640,Blade Runner (1982),film-noir
119,546,4,874775914,Broken Arrow (1996),action
417,474,4,879647118,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),sci-fi
666,96,3,880568270,Terminator 2: Judgment Day (1991),action
194,705,2,879524007,Singin' in the Rain (1952),musical
318,294,4,884469971,Liar Liar (1997),comedy
178,304,4,882823375,Fly Away Home (1996),adventure
353,750,4,891402757,Amistad (1997),drama
91,195,5,891439057,"Terminator, The (1984)",action
234,472,2,891228099,Dragonheart (1996),action
409,9,4,881107992,Dead Man Walking (1995),drama
334,225,3,891545645,101 Dalmatians (1996),children
231,597,3,879966146,Eraser (1996),action
698,22,1,886368545,Braveheart (1995),action
201,380,1,884140825,Star Trek: Generations (1994),action
255,219,5,883216544,"Nightmare on Elm Street, A (1984)",horror
790,941,3,885157061,With Honors (1994),comedy
407,684,3,875045268,In the Line of Fire (1993),action
26,343,3,891349238,Alien: Resurrection (1997),action
450,1203,3,882373723,Top Hat (1935),comedy
490,24,4,875428765,Rumble in the Bronx (1995),action
472,756,4,875978922,Father of the Bride Part II (1995),comedy
435,5,2,884133046,Copycat (1995),crime
712,102,4,874956543,"Aristocats, The (1970)",animation
634,222,3,875728913,Star Trek: First Contact (1996),action
328,215,3,885046773,Field of Dreams (1989),drama
63,841,1,875747917,"Glimmer Man, The (1996)",action
63,676,3,875747470,"Crucible, The (1996)",drama
147,304,5,885593942,Fly Away Home (1996),adventure
218,659,4,877488366,Arsenic and Old Lace (1944),comedy
372,436,5,876869445,"American Werewolf in London, An (1981)",horror
677,300,5,889398960,Air Force One (1997),action
64,70,5,889739158,Four Weddings and a Funeral (1994),comedy
660,483,4,891199804,Casablanca (1942),drama
799,319,4,879253668,Everyone Says I Love You (1996),comedy
198,208,3,884208571,Young Frankenstein (1974),comedy
389,87,5,879991330,Searching for Bobby Fischer (1993),drama
299,14,4,877877775,"Postino, Il (1994)",drama
367,100,5,876689878,Fargo (1996),crime
536,169,5,882359047,"Wrong Trousers, The (1993)",animation
416,1058,5,893213019,"War, The (1994)",adventure
235,1451,4,889655112,Foreign Correspondent (1940),thriller
512,527,5,888579645,Gandhi (1982),drama
279,982,3,875298314,Maximum Risk (1996),action
279,294,2,875249117,Liar Liar (1997),comedy
746,181,5,885075166,Return of the Jedi (1983),action
606,127,4,878143509,"Godfather, The (1972)",action
311,418,4,884365202,Cinderella (1950),animation
586,68,4,884062010,"Crow, The (1994)",action
690,396,2,881177861,Serial Mom (1994),comedy
806,17,4,882389506,From Dusk Till Dawn (1996),action
42,781,4,881108280,French Kiss (1995),comedy
763,39,4,878918360,Strange Days (1995),action
253,15,4,891628019,Mr. Holland's Opus (1995),drama
186,303,3,891717938,Ulee's Gold (1997),drama
42,1044,4,881109271,"Paper, The (1994)",comedy
472,866,5,875978600,Michael (1996),comedy
416,1092,3,886320054,Dear God (1996),comedy
788,1459,2,880871857,Madame Butterfly (1995),musical
119,449,5,874782190,Star Trek: The Motion Picture (1979),action
846,562,5,883950463,"Quick and the Dead, The (1995)",action
749,298,4,879788916,Face/Off (1997),action
277,221,4,879544146,Breaking the Waves (1996),drama
486,1086,3,879874482,It's My Party (1995),drama
267,214,4,878972342,Pink Floyd - The Wall (1982),drama
826,53,5,885690900,Natural Born Killers (1994),action
147,305,4,885593997,"Ice Storm, The (1997)",drama
486,887,5,879874218,Eve's Bayou (1997),drama
595,410,4,886921315,Kingpin (1996),comedy
864,651,5,888888168,Glory (1989),action
606,591,3,880923349,Primal Fear (1996),drama
49,204,1,888068686,Back to the Future (1985),comedy
